Condor,,2026-06-13T11:52:03,Batt % (Start),93.86328,Batt % (End),87.35156,MCU Temp (Start),28,MCU Temp (End),38,,,,,,,,,
time (ms), acc_x (m/s^2), acc_y (m/s^2), acc_z (m/s^2), gyro_x (dps), gyro_y (dps), gyro_z (dps), mag_x (μT), mag_y (μT), mag_z (μT), baro_alt (m), gps_alt (m), temp (c), lat (ddmm.mmmm), lon(ddmm.mmmm), est_yaw (deg), est_pitch (deg), est_roll(deg), est_alt (m), est_speed(m/s)
37414,-8.925978,1.4031341,0.27700818,39.87795,-46.691504,-43.12,20.611292,11.22827,-4.432655,322.8819,757,32.264024,2827.6,8031.8,173.50666,3.1397622,190.766516,228.37434,-66.32383
37436,-8.445452,1.4031341,0.27700818,41.137948,-51.451504,-41.58,20.60602,11.14212,-4.631061,322.73926,757,32.266952,2827.6,8031.8,173.08096,2.146115,189.3821,228.2336,-66.30644
37458,-8.445452,1.4031341,0.27700818,42.39795,-55.371504,-40.46,20.625352,11.045203,-4.933395,322.57288,756.3,32.258636,2827.6,8031.8,172.69214,1.0739142,187.912116,228.09286,-66.28917
37481,-8.925978,0.92260816,0.757534,43.937948,-58.031504,-38.64,20.549772,10.950978,-5.3837468,322.3907,756.3,32.26854,2827.6,8031.8,172.174136,-0.08787534,186.56494,227.95182,-66.28276
37503,-8.925978,0.92260816,0.757534,47.577944,-57.191504,-32.34,20.544498,10.906558,-5.5853024,322.27972,756.3,32.27571,2827.6,8031.8,171.804536,-1.1939349,185.10492,227.81132,-66.27622
37525,-9.406504,1.4031341,0.27700818,49.39795,-56.351504,-28.42,20.486492,10.90252,-5.8466952,322.1635,756.3,32.264024,2827.6,8031.8,171.69762,-1.9990408,183.64492,227.671184,-66.28025
37547,-10.367556,0.92260816,0.27700818,51.077944,-55.091508,-24.36,20.475944,10.875599,-6.0325044,321.99712,756.3,32.261,2827.6,8031.8,171.46342,-2.7294816,182.14054,227.53038,-66.305752
37569,-9.88703,0.92260816,0.757534,52.7579468,-54.251508,-20.02,20.412668,10.8944432,-6.230911,321.8598,755.7,32.26854,2827.6,8031.8,171.35368,-3.590299,180.57088,227.38916,-66.320568
37592,-9.88703,0.92260816,0.757534,54.437948,-52.991504,-15.26,20.330054,10.926749,-6.4104216,321.7304,755.7,32.265136,2827.6,8031.8,171.348516,-4.32043,179.06658,227.24778,-66.33532
37614,-9.88703,1.8836598,0.757534,57.657948,-47.671504,-8.26,20.1701,11.064049,-6.6182768,321.55084,755.7,32.256332,2827.6,8031.8,171.797668,-4.8853636,177.544052,227.10556,-66.35024
37636,-9.88703,1.8836598,1.2380599,59.05795,-44.451504,-7.42,20.092758,11.151544,-6.687561,321.47424,755.7,32.26248,2827.6,8031.8,172.24734,-5.507569,175.980784,226.96392,-66.364876
37658,-9.88703,1.8836598,1.2380599,60.03795,-40.951504,-8.4,20.025962,11.214808,-6.72220336,321.29468,755.7,32.261276,2827.6,8031.8,172.64288,-6.013188,174.3915,226.82142,-66.37967
37681,-9.88703,2.3641856,1.2380599,60.597948,-37.591508,-11.34,20.027722,11.261922,-6.697009,321.13356,755,32.259216,2827.6,8031.8,173.12268,-6.431789,172.74442,226.67836,-66.39455
37703,-9.88703,2.3641856,1.2380599,61.297948,-34.511504,-15.26,20.001356,11.292881,-6.706457,321.0147,755,32.25023,2827.6,8031.8,173.44234,-6.715468,171.26462,226.535316,-66.40932
37725,-10.367556,2.8447116,0.757534,62.277948,-26.951506,-22.9600016,20.001356,11.331917,-6.6371728,320.88794,755,32.254456,2827.6,8031.8,173.67504,-6.6702976,169.711024,226.39204,-66.43469
37747,-10.367556,1.8836598,0.757534,62.837948,-24.571504,-25.9,20.008384,11.388453,-6.4167204,320.7163,755,32.255556,2827.6,8031.8,173.553268,-6.5543264,168.1142,226.24782,-66.46019
37769,-10.848082,1.8836598,0.757534,63.53795,-23.311504,-28.14,20.015418,11.401913,-6.322241,320.5473,755,32.267104,2827.6,8031.8,173.3794,-6.4122056,166.53113,226.102576,-66.49647
37792,-10.848082,1.8836598,0.757534,63.957948,-23.871506,-30.24,20.02948,11.4059512,-6.221463,320.43904,754.5,32.254164,2827.6,8031.8,173.16928,-6.2853348,164.81459,225.95706,-66.53258
37814,-9.406504,1.4031341,0.757534,64.37795,-25.691506,-31.92,20.080454,11.396529,-6.0923416,320.29114,754.5,32.258928,2827.6,8031.8,172.9094,-6.2529636,163.32245,225.81106,-66.53666
37836,-9.406504,1.8836598,0.27700818,65.07795,-31.431506,-34.44,20.117366,11.391145,-6.019907,320.1485,754.5,32.25177,2827.6,8031.8,172.73308,-6.20695,161.71626,225.66502,-66.540724
37858,-8.925978,2.3641856,0.757534,65.21795,-33.671504,-36.26,20.129672,11.368261,-5.9632196,320.0006,754.5,32.260804,2827.6,8031.8,172.73944,-6.3935204,160.14042,225.519,-66.53413
37881,-7.9649268,1.8836598,0.757534,65.07795,-35.631504,-38.5,20.163066,11.334609,-5.9884144,319.83424,754.5,32.270172,2827.6,8031.8,172.62224,-6.653984,158.53238,225.37306,-66.506256
37903,-7.9649268,1.8836598,1.2380599,64.93795,-38.011504,-41.3,20.196464,11.292881,-5.903383,319.67578,754.5,32.259552,2827.6,8031.8,172.4646,-7.149581,156.91243,225.22756,-66.47845
37925,-8.445452,1.8836598,0.757534,64.79795,-39.5515068,-43.68,20.214042,11.255191,-5.9317264,319.54108,754.5,32.256804,2827.6,8031.8,172.2008,-7.4372168,155.38719,225.0827,-66.46127
37947,-8.445452,1.8836598,1.2380599,65.21795,-40.951504,-45.9200032,20.280836,11.182503,-5.9317264,319.41692,754.5,32.253968,2827.6,8031.8,171.90465,-7.926593,153.80913,224.93852,-66.44401
37969,-8.445452,1.8836598,1.2380599,65.21795,-40.251508,-45.22,20.30017,11.140775,-6.0010116,319.2057,754.5,32.24118,2827.6,8031.8,171.62856,-8.376392,152.26638,224.79378,-66.42704
37992,-8.445452,1.4031341,1.2380599,64.93795,-39.271504,-43.26,20.326538,11.101739,-5.9317264,319.1159,754.5,32.255708,2827.6,8031.8,171.2319,-8.786827,150.67125,224.65018,-66.409836
38014,-8.925978,0.92260816,1.2380599,64.65795,-37.591508,-39.9,20.342358,11.049242,-5.9632196,318.9284,752.5,32.24791,2827.6,8031.8,170.737292,-9.111902,149.07019,224.506216,-66.4035
38036,-7.9649268,0.92260816,1.2380599,63.957948,-33.671504,-31.5,20.349388,11.06001,-5.9411744,318.7752,752.5,32.256516,2827.6,8031.8,170.5208,-9.3675168,147.64658,224.3625,-66.375852
38058,-7.9649268,1.4031341,1.71858576,63.2579436,-31.011506,-26.74,20.342358,11.074818,-5.9317264,318.7224,752.5,32.23027,2827.6,8031.8,170.587316,-9.76065,146.19261,224.22062,-66.34781
38081,-7.4844003,0.92260816,2.1991114,62.837948,-27.651504,-22.54,20.37224,11.085586,-5.8498444,318.57976,752.5,32.25441,2827.6,8031.8,170.60958,-10.293159,144.73947,224.0795,-66.30909
38103,-7.9649268,1.4031341,2.1991114,62.55795,-22.751504,-19.18,20.368724,11.111161,-5.749067,318.4662,752.5,32.253006,2827.6,8031.8,170.83984,-10.625712,143.35997,223.939468,-66.28093
38125,-7.0038744,1.4031341,3.640689,62.417944,-15.471505,-16.52,20.3863016,11.144814,-5.5695556,318.28924,751.8,32.23575,2827.6,8031.8,171.19038,-11.541422,141.92986,223.799792,-66.23158
38147,-7.0038744,2.3641856,2.6796374,62.137948,5.248495,-15.82,20.444308,11.2215392,-5.034173,318.14404,751.8,32.25267,2827.6,8031.8,171.82894,-11.456586,140.76502,223.66112,-66.18227
38169,-7.4844003,2.3641856,2.6796374,61.85795,16.728494,-18.62,20.523406,11.256537,-4.605867,318.0067,751.8,32.25345,2827.6,8031.8,172.40032,-11.045559,139.55924,223.52342,-66.14362
38192,-7.4844003,2.3641856,3.1601634,61.71795,26.248496,-23.52,20.621838,11.268652,-4.0956784,317.80072,751.8,32.257384,2827.6,8031.8,172.87924,-10.624778,138.36009,223.38562,-66.105284
38214,-7.9649268,2.3641856,3.1601634,61.157948,35.208496,-29.26,20.781794,11.212117,-3.5099068,317.68712,751.8,32.23407,2827.6,8031.8,173.21288,-9.9450448,137.1552,223.248868,-66.07752
38236,-7.9649268,2.3641856,3.640689,60.457948,43.188496,-35,20.918898,11.144814,-2.905239,317.59998,751.1,32.24965,2827.6,8031.8,173.44798,-9.281408,135.92186,223.11344,-66.04954
38258,-8.925978,1.4031341,2.6796374,59.19795,55.088492,-42.14,21.082366,11.069433,-2.247033,317.50756,751.1,32.247436,2827.6,8031.8,173.183344,-7.997451,134.76918,222.97898,-66.04273
38281,-9.406504,0.92260816,1.71858576,58.777948,57.608492,-42.7,21.34603,10.906558,-0.877083,317.48644,751.1,32.236084,2827.6,8031.8,172.745852,-6.2460256,133.55218,222.846132,-66.0461
38303,-10.367556,0.92260816,1.71858576,58.21795,57.888496,-41.16,21.491922,10.808294,-0.171637424,317.1933,751.1,32.24701,2827.6,8031.8,172.39056,-4.5547132,132.36204,222.71074,-66.07153
38325,-9.88703,1.4031341,1.2380599,57.937948,55.788496,-38.22,21.604416,10.730223,0.49286708,316.95032,751.1,32.24547,2827.6,8031.8,172.30532,-2.8915508,131.18552,222.5734,-66.08676
38347,-9.406504,0.92260816,0.757534,57.797948,52.428492,-34.72,21.730974,10.634651,1.1636703,316.75226,750.5,32.24118,2827.6,8031.8,172.203632,-1.1723037,129.91846,222.435,-66.091576
38369,-8.925978,1.8836598,0.757534,57.657948,41.648496,-32.06,21.817104,10.545811,1.7840844,316.6255,750.5,32.241516,2827.6,8031.8,172.500816,0.021073266,128.74951,222.29678,-66.08566
38392,-8.445452,1.8836598,0.757534,57.657948,33.808496,-33.88,21.89796,10.431395,2.2596304,316.45116,750.5,32.243056,2827.6,8031.8,172.83552,1.0401909,127.44003,222.158308,-66.06923
38414,-7.4844003,2.3641856,0.27700818,57.657948,25.688496,-36.96,22.033306,10.207946,3.1130934,316.30328,750.5,32.246184,2827.6,8031.8,173.288708,1.9614746,126.12446,222.0203,-66.03149
38436,-7.9649268,2.3641856,0.27700818,57.51795,17.288494,-41.16,22.110646,10.076031,3.349292,316.08142,750.5,32.236908,2827.6,8031.8,173.62946,2.6430604,124.76332,221.88182,-66.00479
38458,-7.0038744,2.3641856,0.27700818,57.097948,6.928495,-45.64,22.205564,9.892965,3.5791916,315.9837,749.9,32.238588,2827.6,8031.8,173.97318,3.0531292,123.29121,221.74474,-65.956568
38481,-7.9649268,1.8836598,-0.6840435,55.977948,-14.911505,-53.2,22.29521,9.713938,3.6579244,315.76716,749.9,32.24768,2827.6,8031.8,173.88412,3.2819488,121.935008,221.60736,-65.930048
38503,-8.445452,2.3641856,-0.20351768,55.417944,-25.691506,-55.72,22.391886,9.481067,3.6201324,315.62196,749.9,32.24008,2827.6,8031.8,173.857716,3.0640574,120.5048,221.47034,-65.914248
38525,-8.445452,1.4031341,-0.20351768,54.85795,-35.771504,-56.28,22.493836,9.267041,3.4563684,315.49518,749.9,32.238008,2827.6,8031.8,173.53722,2.627666,119.09671,221.3338,-65.8984
38547,-8.925978,1.4031341,0.27700818,54.71795,-45.011504,-55.02,22.588752,8.887448,2.9209856,315.33668,749.9,32.244356,2827.6,8031.8,173.209932,1.7922238,117.66684,221.1972,-65.89333
38569,-8.925978,0.4420823,0.757534,54.577944,-52.151504,-50.96,22.608088,8.754188,2.5651136,315.17822,749.2,32.24066,2827.6,8031.8,172.640232,0.6318576,116.20228,221.060416,-65.88837
38592,-9.88703,0.4420823,0.757534,54.01795,-60.131504,-37.24,22.645,8.635733,2.174599,315.05144,749.2,32.246048,2827.6,8031.8,172.382432,-0.54838056,114.815416,220.92362,-65.90471
38614,-9.88703,0.92260816,0.757534,53.597948,-60.971504,-29.82,22.671366,8.518624,1.78093532,314.88508,749.2,32.249208,2827.6,8031.8,172.405232,-1.68026352,113.45719,220.78606,-65.92118
38636,-10.367556,1.4031341,1.2380599,53.03795,-59.431508,-23.52,22.662576,8.458052,1.3872713,314.7821,749.2,32.24402,2827.6,8031.8,172.65454,-2.8745168,112.11454,220.64852,-65.94818
38658,-9.88703,1.4031341,2.1991114,52.7579468,-55.931508,-19.04,22.66961,8.397477,0.9999061,314.70026,749.2,32.249024,2827.6,8031.8,172.994432,-4.263391,110.79353,220.51126,-65.96425
38681,-10.367556,2.3641856,1.2380599,51.777948,-44.871504,-18.34,22.643244,8.365171,0.6975723,314.49426,748.5,32.238588,2827.6,8031.8,173.53969,-5.070472,109.49862,220.3726,-65.9913
38703,-10.848082,2.3641856,2.1991114,51.497948,-38.291504,-20.58,22.616876,8.289792,0.18738398,314.31732,748.5,32.246184,2827.6,8031.8,173.935932,-5.872032,108.37769,220.23268,-66.02919
38725,-11.809133,1.8836598,2.6796374,51.35795,-29.891506,-22.54,22.615118,8.219796,0.07715811,314.1615,748.5,32.25171,2827.6,8031.8,174.14736,-6.57289,107.20626,220.09148,-66.08851
38747,-11.328608,1.4031341,2.1991114,51.497948,-20.371506,-22.68,22.65379,8.169991,0.067710176,313.96338,748.5,32.24176,2827.6,8031.8,174.24208,-6.923359,106.044532,219.9483,-66.13739
38769,-11.809133,1.4031341,2.6796374,51.777948,-11.131505,-21,22.66961,8.134994,0.09605397,313.80492,748.5,32.256134,2827.6,8031.8,174.36078,-7.1476456,104.91136,219.803716,-66.197016
38792,-11.809133,0.92260816,2.1991114,52.05795,8.328495,-14.28,22.68367,8.089227,0.24407158,313.628,747.8,32.252488,2827.6,8031.8,174.52272,-6.781575,103.707824,219.65738,-66.256776
38814,-11.328608,1.4031341,1.71858576,52.19795,15.748495,-12.04,22.704764,8.078459,0.45822468,313.52234,747.8,32.238588,2827.6,8031.8,174.82698,-6.2459564,102.68775,219.51042,-66.30567
38836,-10.848082,1.4031341,1.71858576,51.917944,21.628494,-12.04,22.736402,8.046153,1.0502951,313.4035,747.8,32.252824,2827.6,8031.8,175.18664,-5.5805764,101.595348,219.36288,-66.34376
38858,-9.88703,1.8836598,1.71858576,51.35795,25.408494,-14,22.7698,8.021923,1.3746741,313.1421,747.8,32.240264,2827.6,8031.8,175.67114,-4.9302508,100.529976,219.21316,-66.36099
38881,-9.88703,2.3641856,1.2380599,50.51795,28.488494,-16.8,22.824292,7.94654268,1.7525914,313.01794,747.8,32.25171,2827.6,8031.8,176.2139,-4.101567,99.461496,219.063432,-66.37811
38903,-9.406504,2.3641856,1.2380599,48.837948,30.868496,-25.34,22.850656,7.8819316,2.114762,312.841,747.8,32.24489,2827.6,8031.8,176.606432,-3.288652,98.40303,218.91306,-66.38467
38925,-9.88703,2.3641856,0.27700818,48.137948,28.628494,-30.1,22.90866,7.799821,2.4202452,312.70368,747.8,32.248732,2827.6,8031.8,176.82568,-2.329518,97.395484,218.762584,-66.40184
38947,-9.88703,1.8836598,0.27700818,47.577944,24.988494,-34.16,22.938544,7.665214,2.7855652,312.5188,747.8,32.25287,2827.6,8031.8,176.85356,-1.4697428,96.340456,218.61126,-66.41917
38969,-9.406504,1.4031341,0.27700818,46.87795,20.928496,-37.38,22.96491,7.4108056,3.2327676,312.33924,747.8,32.2482,2827.6,8031.8,176.71994,-0.7559697,95.29589,218.459292,-66.425932
38992,-9.88703,0.4420823,0.27700818,46.457948,15.468495,-39.62,23.014126,7.288313,3.43117368,312.20984,747.8,32.24196,2827.6,8031.8,176.22824,-0.17890438,94.211496,218.30736,-66.44328
39014,-9.406504,0.92260816,0.27700818,45.89795,1.3284949,-40.74,23.065102,7.095825,3.5162056,312.08038,745.8,32.239748,2827.6,8031.8,175.90762,0.030437242,93.12648,218.15548,-66.44985
39036,-8.445452,0.92260816,-0.20351768,45.617948,-5.111505,-40.74,23.091466,6.958525,3.5256532,311.951,745.8,32.23532,2827.6,8031.8,175.651868,0.2282177,92.12997,218.004032,-66.43497
39058,-9.406504,1.4031341,0.27700818,45.477948,-11.551505,-40.88,23.110804,6.7902664,3.42802468,311.75824,745.8,32.23065,2827.6,8031.8,175.50228,0.10905321,91.06613,217.85208,-66.44162
39081,-8.925978,1.4031341,0.27700818,45.19795,-17.991504,-40.88,23.098498,6.635468,3.3587396,311.61824,745.8,32.24701,2827.6,8031.8,175.37534,-0.15458252,89.99949,217.700268,-66.437548
39103,-8.925978,1.4031341,0.27700818,44.917944,-24.291506,-41.3,23.10553,6.342024,2.9398816,311.51526,745.8,32.2408,2827.6,8031.8,175.22746,-0.55571156,88.95315,217.54922,-66.43326
39125,-8.925978,1.4031341,1.2380599,44.637948,-37.171504,-43.96,23.098498,6.1683808,2.590308,311.38586,745.2,32.244064,2827.6,8031.8,174.99838,-1.6033762,87.83371,217.398584,-66.42887
39147,-8.925978,1.8836598,0.757534,44.637948,-39.5515068,-45.36,23.093226,6.012236,2.2974222,311.24584,745.2,32.228056,2827.6,8031.8,174.88368,-2.392807,86.824872,217.2482,-66.42444
39169,-9.406504,1.8836598,1.2380599,44.917944,-39.971504,-46.76,23.098498,5.826478,1.9761924,311.11384,745.2,32.238876,2827.6,8031.8,174.69564,-3.323652,85.77112,217.09802,-66.4306
39192,-9.406504,1.4031341,0.757534,44.917944,-39.971504,-48.02,23.089708,5.64745,1.6329175,310.98176,745.2,32.234788,2827.6,8031.8,174.3319,-4.0664724,84.705508,216.94796,-66.43668
39214,-9.406504,1.4031341,1.2380599,44.917944,-38.431508,-49.28,23.075648,5.479191,1.2990906,310.8418,745.2,32.241716,2827.6,8031.8,173.95471,-4.8615392,83.67809,216.79794,-66.44272
39236,-10.367556,0.4420823,2.1991114,44.917944,-35.771504,-51.24,22.993032,5.1265196,0.6755271,310.7309,744.5,32.234314,2827.6,8031.8,173.211468,-5.8462832,82.5878,216.6481,-66.46994
39258,-10.367556,0.4420823,1.71858576,44.637948,-32.971504,-51.38,22.945574,4.9569144,0.34484952,310.62,744.5,32.24344,2827.6,8031.8,172.54764,-6.4961752,81.59978,216.4982,-66.49699
39281,-10.367556,-0.038443564,2.6796374,44.637948,-28.771506,-49.84,22.927998,4.783271,0.07715811,310.5196,744.5,32.22484,2827.6,8031.8,171.789868,-7.310344,80.564152,216.3484,-66.52381
39303,-10.367556,-0.038443564,2.1991114,44.497948,-23.451506,-46.76,22.868234,4.6607784,-0.0740088,310.43512,744.5,32.240556,2827.6,8031.8,171.148532,-7.7994403,79.5656,216.198932,-66.55035
39325,-9.88703,-0.038443564,2.6796374,44.21795,-10.571506,-38.78,22.877024,4.51271,-0.25666884,310.2978,744.5,32.235412,2827.6,8031.8,170.721968,-8.147626,78.61266,216.04914,-66.56615
39347,-10.367556,-0.5189694,2.1991114,44.21795,-3.9915052,-34.72,22.838352,4.4036784,-0.34170024,310.11554,743.8,32.241424,2827.6,8031.8,170.26524,-8.155155,77.62595,215.89844,-66.59277
39369,-9.88703,-0.038443564,2.6796374,43.937948,3.5684948,-30.66,22.790894,4.2636868,-0.382641236,309.94122,743.8,32.24315,2827.6,8031.8,170.09386,-8.162999,76.79552,215.74694,-66.60882
39392,-9.88703,-0.038443564,2.1991114,44.077944,10.148495,-26.32,22.822532,4.1667696,-0.26611674,309.83032,743.8,32.228348,2827.6,8031.8,170.02594,-7.880117,75.9194,215.59564,-66.62468
39414,-9.406504,-0.038443564,1.71858576,44.077944,15.468495,-21.84,22.826048,4.138502,-0.14959226,309.7168,743.8,32.23816,2827.6,8031.8,170.06494,-7.404893,75.099108,215.44466,-66.62969
39436,-9.406504,-0.038443564,1.71858576,43.937948,22.188496,-15.82,22.8119852,4.1331176,-0.055112936,309.57948,743.8,32.225084,2827.6,8031.8,170.24034,-6.810936,74.29298,215.29374,-66.63464
39458,-9.406504,0.4420823,1.71858576,43.937948,22.608496,-13.58,22.845382,4.081967,0.15274156,309.3761,743,32.233536,2827.6,8031.8,170.607584,-6.212637,73.44865,215.142,-66.63983
39481,-8.925978,0.4420823,1.2380599,44.21795,23.308494,-11.4800008,22.847142,4.0698524,0.29760988,309.28894,743,32.23166,2827.6,8031.8,170.972492,-5.575346,72.66437,214.99116,-66.634056
39503,-8.925978,0.4420823,1.2380599,44.637948,23.588496,-9.8,22.866476,4.075237,0.5999437,309.149,743,32.237196,2827.6,8031.8,171.381852,-4.939625,71.82382,214.8406,-66.628232
39525,-8.925978,0.4420823,1.2380599,45.19795,23.448496,-7.98,22.864718,4.081967,0.7574092,308.9984,743,32.236284,2827.6,8031.8,171.81058,-4.3510236,70.96115,214.69018,-66.62241
39547,-8.925978,0.4420823,1.2380599,46.597948,23.028496,-5.04,22.9033884,4.0765824,0.92747192,308.8664,743,32.220124,2827.6,8031.8,172.2904,-3.80114968,70.040824,214.540132,-66.61651
39569,-8.445452,-0.5189694,1.71858576,47.71795,22.888494,-3.64,22.898116,4.108888,1.069191,308.70526,742.3,32.2296,2827.6,8031.8,172.471584,-3.4836912,69.03777,214.39018,-66.599976
39592,-8.925978,-0.038443564,1.2380599,48.417944,23.308494,-2.66,22.931512,4.0940816,1.2203579,308.59968,742.3,32.248108,2827.6,8031.8,172.8159,-3.003142,68.07913,214.241084,-66.59393
39614,-7.9649268,0.4420823,1.2380599,49.2579468,23.168496,-2.38,22.956122,4.125041,1.3620769,308.4491,742.3,32.25522,2827.6,8031.8,173.30548,-2.6092782,67.10818,214.09234,-66.566536
39636,-8.445452,0.4420823,1.71858576,49.677948,23.308494,-2.66,22.9403,4.170808,1.6959038,308.3567,742.3,32.228636,2827.6,8031.8,173.76976,-2.3757858,66.10312,213.944868,-66.54957
39658,-8.925978,1.4031341,1.71858576,50.797948,24.708494,-5.6,22.954362,4.1600392,1.8344734,308.1375,742.3,32.2321,2827.6,8031.8,174.42572,-2.0868164,65.06697,213.79664,-66.5436
39681,-8.445452,0.92260816,1.71858576,51.777948,25.268496,-8.12,22.98776,4.137156,2.0171334,307.9817,741.6,32.226228,2827.6,8031.8,174.895824,-1.84615584,63.94238,213.64858,-66.526984
39703,-8.925978,0.92260816,1.71858576,52.89795,26.528496,-10.08,22.975456,4.111581,2.2123906,307.82588,741.6,32.227724,2827.6,8031.8,175.24344,-1.5984758,62.904996,213.50062,-66.52109
39725,-9.406504,1.4031341,1.71858576,54.437948,27.228494,-11.76,22.9947908,4.081967,2.3730054,307.63306,741.6,32.234496,2827.6,8031.8,175.684,-1.3073694,61.767396,213.35206,-66.52606
39747,-9.88703,0.92260816,1.71858576,55.837948,28.068494,-13.58,22.998306,4.045623,2.5714124,307.49572,741.6,32.231904,2827.6,8031.8,175.91585,-1.0062726,60.586532,213.203432,-66.541664
39769,-10.367556,1.4031341,1.71858576,58.077944,30.448496,-19.6,22.956122,3.9594744,2.9682252,307.3452,741.6,32.227232,2827.6,8031.8,176.132944,-0.6411674,59.368572,213.05434,-66.567952
39792,-10.848082,1.4031341,1.71858576,59.19795,31.148494,-23.38,22.956122,3.87601784,3.191826,307.19202,740.9,32.228104,2827.6,8031.8,176.2594,-0.23254082,58.01594,212.90448,-66.604932
39814,-10.367556,1.8836598,1.2380599,59.7579436,32.128496,-27.72,22.957878,3.76563968,3.4059792,306.93324,740.9,32.22618,2827.6,8031.8,176.41518,0.229052176,56.833264,212.75242,-66.63172
39836,-10.367556,1.8836598,1.2380599,60.317948,31.848496,-33.18,22.927998,3.62564832,3.6358792,306.78264,740.9,32.23465,2827.6,8031.8,176.46726,0.69407152,55.538316,212.5998,-66.6585
39858,-10.367556,1.4031341,0.757534,60.597948,28.908494,-40.46,22.91745,3.46681136,3.7933448,306.63214,740.9,32.22763,2827.6,8031.8,176.24716,1.198425,54.2393,212.446608,-66.685268
39881,-9.406504,1.4031341,1.2380599,60.73795,19.668496,-56.420003,22.87878,3.2810536,3.85318132,306.4922,740.9,32.238784,2827.6,8031.8,175.71786,1.3194331,52.893708,212.29324,-66.690608
39903,-9.406504,1.8836598,0.757534,60.597948,13.928495,-63.84,22.710036,2.813966,3.90672,306.37336,740.9,32.230516,2827.6,8031.8,175.19974,1.4902639,51.52381,212.14024,-66.69579
39925,-9.88703,1.8836598,0.27700818,60.73795,8.328495,-69.86,22.627422,2.536675,3.850032,306.2307,740.9,32.225264,2827.6,8031.8,174.59004,1.68412,50.20948,211.987152,-66.71162
39947,-9.88703,1.8836598,0.757534,60.87795,3.2884948,-74.76,22.55184,2.2378468,3.7114624,306.10924,740.9,32.221376,2827.6,8031.8,173.88262,1.6444621,48.834016,211.83416,-66.7273
39969,-9.406504,1.4031341,0.27700818,61.71795,-7.35150536,-80.92,22.40419,1.96863216,3.4847124,305.97192,740.9,32.230516,2827.6,8031.8,172.99376,1.5187473,47.435308,211.681152,-66.73223
39992,-10.367556,1.8836598,0.757534,62.55795,-12.811505,-82.46,22.298726,1.6644195,3.2170208,305.8346,740.9,32.220888,2827.6,8031.8,172.15722,1.1709128,45.9502,211.528032,-66.75845
40014,-9.88703,0.92260816,1.2380599,63.53795,-17.991504,-83.16,22.152832,1.3655913,2.914687,305.76324,738.9,32.225648,2827.6,8031.8,171.142092,0.58096516,44.42337,211.37558,-66.77363
40036,-9.88703,0.4420823,0.757534,64.79795,-21.631506,-82.46,21.799526,0.8379306,2.114762,305.63384,738.9,32.22133,2827.6,8031.8,170.18604,0.09983201,42.988924,211.223132,-66.788704
40058,-10.367556,0.4420823,1.2380599,66.19795,-24.011506,-80.5,21.629026,0.5942913,1.6423654,305.55724,738.9,32.231186,2827.6,8031.8,169.247716,-0.54908836,41.418856,211.0713,-66.814124
40081,-9.88703,0.4420823,1.71858576,68.85795,-24.711506,-76.02,21.4708284,0.347959932,1.2046113,305.41992,738.9,32.205932,2827.6,8031.8,168.43844,-1.3041797,39.78532,210.91922,-66.8288
40103,-9.88703,0.92260816,1.2380599,70.25795,-23.1715052,-74.2,21.279234,0.1379725,0.7794544,305.24568,738.9,32.217772,2827.6,8031.8,167.79428,-1.8556094,38.15581,210.766516,-66.84357
40125,-9.88703,0.4420823,2.1991114,71.51795,-20.511506,-72.52,21.105218,-0.059900256,0.2818633,305.11096,738.3,32.20877,2827.6,8031.8,167.05288,-2.5950286,36.410856,210.61372,-66.85825
40147,-9.88703,-0.038443564,1.71858576,72.91795,-16.031506,-70.28,20.932958,-0.24700442,-0.1023526,305.0291,738.3,32.2296,2827.6,8031.8,166.3753,-3.0542188,34.81368,210.461616,-66.87263
40169,-9.88703,-0.038443564,2.6796374,74.17795,-10.431505,-67.48,20.58141,-0.5283337,-0.90857616,304.8944,738.3,32.226136,2827.6,8031.8,165.71405,-3.6150876,33.143832,210.30942,-66.886924
40192,-9.88703,-0.5189694,2.1991114,76.137952,4.408495,-58.52,20.42497,-0.6481343,-1.2203579,304.74916,738.3,32.235076,2827.6,8031.8,165.20163,-3.7487856,31.497288,210.15702,-66.90119
40214,-9.406504,-0.5189694,1.71858576,76.83795,11.548495,-52.78,20.337084,-0.7490897,-1.4691534,304.64618,738.3,32.216996,2827.6,8031.8,164.84642,-3.6446104,29.9021936,210.0051,-66.90456
40236,-9.406504,-0.5189694,1.71858576,77.39795,17.428496,-47.04,20.201738,-0.7921641,-1.7462928,304.42964,737.7,32.20662,2827.6,8031.8,164.61728,-3.4207444,28.260192,209.8522,-66.9082
40258,-9.406504,-0.5189694,1.2380599,77.817952,22.608496,-41.44,20.149006,-0.8648521,-1.9541472,304.3081,737.7,32.216568,2827.6,8031.8,164.54804,-3.0292966,26.762172,209.69968,-66.91171
40281,-8.925978,-0.99949528,1.2380599,78.09795,26.948496,-36.26,20.108578,-0.8985039,-2.1273594,304.13648,737.7,32.22969,2827.6,8031.8,164.49942,-2.5957732,25.198086,209.54694,-66.90463
40303,-8.925978,-0.5189694,0.757534,78.51795,33.388496,-26.32,20.040026,-0.856775632,-2.4863808,303.99384,737.7,32.22786,2827.6,8031.8,164.77334,-1.9472526,23.68185,209.39448,-66.89751
